franchise,season,era,games,wins,losses,ties,record,explosive_per_game,explosive_allowed_per_game,explosive_diff_per_game,explosive_rate_per_play,turnover_diff_per_game,points_per_game,margin_per_game,bayes_rating_z,won_super_bowl,reached_super_bowl
LAR,2007,1999-2007,16,3,13,0,3-13-0,4.25,6.375,-2.125,0.06692913385826772,0.625,16.4375,-10.9375,-1.8341277794168749,False,False
BUF,2009,2008-2016,16,6,10,0,6-10-0,4.5625,6.6875,-2.125,0.08075221238938053,-0.1875,16.125,-4.25,-0.4830272284051692,False,False
BUF,2007,1999-2007,16,7,9,0,7-9-0,4.875,7.0,-2.125,0.08552631578947369,-0.5625,15.75,-6.375,-0.5574832307106081,False,False
TB,2016,2008-2016,16,9,7,0,9-7-0,4.875,7.0,-2.125,0.07379375591296121,-0.125,22.125,-0.9375,-0.0046067464705072,False,False
ARI,2006,1999-2007,16,5,11,0,5-11-0,4.625,6.75,-2.125,0.07520325203252033,-0.1875,19.625,-4.6875,-1.0721065065571542,False,False
OAK,2023,2017-2025,17,8,9,0,8-9-0,3.5294117647058822,5.705882352941177,-2.176470588235294,0.06018054162487462,0.11764705882352941,19.529411764705884,0.058823529411764705,-0.1618355564289335,False,False
WSH,2019,2017-2025,16,3,13,0,3-13-0,5.0,7.1875,-2.1875,0.09060022650056625,-0.0625,16.625,-10.5625,-1.760068668270075,False,False
IND,2011,2008-2016,16,2,14,0,2-14-0,4.4375,6.625,-2.1875,0.07553191489361702,0.75,15.1875,-11.6875,-1.657892614801866,False,False
CIN,2025,2017-2025,17,6,11,0,6-11-0,4.9411764705882355,7.176470588235294,-2.235294117647059,0.08007626310772165,0.17647058823529413,24.352941176470587,-4.588235294117647,-0.7321415768361593,False,False
ARI,2000,1999-2007,16,3,13,0,3-13-0,4.6875,6.9375,-2.25,0.08108108108108109,1.5,13.125,-14.5625,-2.162349448115882,False,False
CHI,2024,2017-2025,17,5,12,0,5-12-0,4.823529411764706,7.117647058823529,-2.2941176470588234,0.07743153918791312,-0.47058823529411764,18.235294117647058,-3.5294117647058822,-0.4833909966273925,False,False
NYJ,2021,2017-2025,17,4,13,0,4-13-0,5.764705882352941,8.058823529411764,-2.2941176470588234,0.0945945945945946,0.7647058823529411,18.235294117647058,-11.411764705882353,-1.7657160375244283,False,False
CLE,2011,2008-2016,16,4,12,0,4-12-0,3.75,6.0625,-2.3125,0.05928853754940711,-0.0625,13.625,-5.5625,-0.933409941190522,False,False
CAR,2019,2017-2025,16,5,11,0,5-11-0,5.3125,7.625,-2.3125,0.07921714818266543,0.875,21.25,-8.125,-1.041561100237631,False,False
IND,2017,2017-2025,16,4,12,0,4-12-0,4.75,7.125,-2.375,0.07739307535641547,-0.3125,16.4375,-8.8125,-1.6123510966200023,False,False
SEA,2000,1999-2007,16,6,10,0,6-10-0,4.3125,6.75,-2.4375,0.07278481012658228,0.5625,20.0,-5.3125,-0.7425095294093762,False,False
MIN,2001,1999-2007,16,5,11,0,5-11-0,5.75,8.1875,-2.4375,0.09368635437881874,1.375,18.125,-6.25,-0.9833089706909008,False,False
NYG,2017,2017-2025,16,3,13,0,3-13-0,4.25,6.6875,-2.4375,0.06576402321083172,0.1875,15.375,-8.875,-1.3388907731531146,False,False
CLE,2009,2008-2016,16,5,11,0,5-11-0,5.125,7.625,-2.5,0.08479834539813857,0.75,15.3125,-8.125,-1.2076979715631906,False,False
NYJ,2025,2017-2025,17,3,14,0,3-14-0,4.647058823529412,7.176470588235294,-2.5294117647058822,0.07829534192269574,1.1176470588235294,17.647058823529413,-11.941176470588236,-1.983809646546845,False,False
ARI,2012,2008-2016,16,5,11,0,5-11-0,4.1875,6.75,-2.5625,0.06614017769002961,0.0625,15.625,-6.6875,-0.4538218946814781,False,False
ATL,2003,1999-2007,16,5,11,0,5-11-0,4.9375,7.5,-2.5625,0.08624454148471616,-0.125,18.6875,-7.6875,-1.204910875476208,False,False
MIA,2019,2017-2025,16,5,11,0,5-11-0,4.8125,7.4375,-2.625,0.07593688362919132,0.625,19.125,-11.75,-1.6397541977528964,False,False
ARI,2010,2008-2016,16,5,11,0,5-11-0,5.0,7.625,-2.625,0.08592910848549946,0.3125,18.0625,-9.0625,-1.8176309938977049,False,False
DET,2005,1999-2007,16,5,11,0,5-11-0,3.6875,6.3125,-2.625,0.06217070600632244,-0.0625,15.875,-5.6875,-0.9481787671776446,False,False
ATL,2000,1999-2007,16,4,12,0,4-12-0,3.875,6.5625,-2.6875,0.06783369803063458,0.5625,15.75,-10.0625,-1.4540213864544065,False,False
HOU,2002,1999-2007,16,4,12,0,4-12-0,4.0625,6.75,-2.6875,0.06856540084388185,0.5,13.3125,-8.9375,-1.653495401395716,False,False
MIA,2017,2017-2025,16,6,10,0,6-10-0,4.5,7.1875,-2.6875,0.0728744939271255,0.875,17.5625,-7.0,-0.9555189047989686,False,False
KC,2007,1999-2007,16,4,12,0,4-12-0,3.8125,6.5,-2.6875,0.06118355065195587,0.6875,14.125,-6.8125,-0.8165569957082248,False,False
CHI,2004,1999-2007,16,5,11,0,5-11-0,4.4375,7.1875,-2.75,0.07372793354101766,0.4375,14.4375,-6.25,-1.253246174161547,False,False
NYG,2014,2008-2016,16,6,10,0,6-10-0,5.5,8.25,-2.75,0.08170844939647168,0.0625,23.75,-1.25,-0.3167656966007295,False,False
OAK,2009,2008-2016,16,5,11,0,5-11-0,4.5,7.3125,-2.8125,0.07717041800643087,0.8125,12.3125,-11.375,-1.461818673269125,False,False
JAX,2013,2008-2016,16,4,12,0,4-12-0,4.4375,7.25,-2.8125,0.06967615309126594,0.375,15.4375,-12.625,-1.8092621571523264,False,False
CIN,2019,2017-2025,16,2,14,0,2-14-0,5.6875,8.5625,-2.875,0.08775313404050145,0.875,17.4375,-8.8125,-1.31107792222934,False,False
HOU,2005,1999-2007,16,2,14,0,2-14-0,4.3125,7.1875,-2.875,0.07270811380400422,0.4375,16.25,-10.6875,-1.6564080345245635,False,False
CLE,2008,2008-2016,16,4,12,0,4-12-0,4.125,7.0,-2.875,0.07197382769901854,-0.375,14.5,-7.375,-0.9035927137509232,False,False
OAK,2014,2008-2016,16,3,13,0,3-13-0,3.6875,6.625,-2.9375,0.06002034587995931,0.9375,15.8125,-12.4375,-1.494086804887414,False,False
CAR,2024,2017-2025,17,5,12,0,5-12-0,4.882352941176471,7.882352941176471,-3.0,0.08409321175278622,0.29411764705882354,20.058823529411764,-11.352941176470589,-1.6727152100496,False,False
DAL,2013,2008-2016,16,8,8,0,8-8-0,5.4375,8.5,-3.0625,0.09157894736842105,-0.5,27.4375,0.4375,0.0179579747816062,False,False
CLE,2024,2017-2025,17,3,14,0,3-14-0,4.294117647058823,7.411764705882353,-3.1176470588235294,0.06512042818911686,1.2941176470588236,15.176470588235293,-10.411764705882353,-1.5822173291769723,False,False
LAR,2008,2008-2016,16,2,14,0,2-14-0,5.0625,8.1875,-3.125,0.08299180327868852,0.3125,14.5,-14.5625,-2.1437459426723,False,False
SF,2005,1999-2007,16,4,12,0,4-12-0,4.0,7.125,-3.125,0.07450523864959255,0.625,14.9375,-11.8125,-1.676979345685741,False,False
ARI,2018,2017-2025,16,3,13,0,3-13-0,3.8125,7.0,-3.1875,0.06808035714285714,0.75,14.0625,-12.5,-2.0626493270587747,False,False
OAK,2003,1999-2007,16,4,12,0,4-12-0,4.8125,8.0,-3.1875,0.0787321063394683,0.0,16.875,-6.8125,-1.131875978894736,False,False
MIA,2018,2017-2025,16,7,9,0,7-9-0,4.625,7.8125,-3.1875,0.08545034642032333,-0.3125,19.9375,-7.125,-1.449022750626623,False,False
DET,2008,2008-2016,16,0,16,0,0-16-0,5.0,8.25,-3.25,0.08781558726673985,0.5625,16.75,-15.5625,-2.221966667709291,False,False
SF,2004,1999-2007,16,2,14,0,2-14-0,3.8125,7.125,-3.3125,0.059223300970873784,1.1875,16.1875,-12.0625,-2.071747424294497,False,False
HOU,2022,2017-2025,17,3,13,1,3-13-1,4.9411764705882355,8.294117647058824,-3.3529411764705883,0.0830860534124629,0.058823529411764705,17.0,-7.705882352941177,-1.7328588620334255,False,False
TB,2011,2008-2016,16,4,12,0,4-12-0,4.5,8.0625,-3.5625,0.07539267015706806,1.0,17.9375,-12.9375,-1.7786739893511376,False,False
CLE,2000,1999-2007,16,3,13,0,3-13-0,3.25,6.875,-3.625,0.061248527679623084,0.1875,10.0625,-16.125,-1.983117577018048,False,False
CIN,2020,2017-2025,16,4,11,1,4-11-1,4.5,8.125,-3.625,0.06990291262135923,0.4375,19.4375,-7.0625,-1.1883082272864012,False,False
HOU,2021,2017-2025,17,4,13,0,4-13-0,3.9411764705882355,7.588235294117647,-3.6470588235294117,0.06660039761431412,-0.17647058823529413,16.470588235294116,-10.117647058823529,-1.5517322665551498,False,False
